customer_id,city,segment,credit_tier,income
61,Ankara,Kurumsal,5,88020
62,Istanbul,Kurumsal,3,95358
63,Istanbul,Kurumsal,4,72341
64,Ankara,Kurumsal,3,70094
65,Adana,Bireysel,2,120313
66,Konya,Kurumsal,3,133906
67,Ankara,Kurumsal,4,98199
68,Antalya,Bireysel,4,125088
69,Bursa,Kurumsal,3,109040
70,Bursa,Kurumsal,3,83872
71,Ankara,Bireysel,1,109034
72,Istanbul,Kurumsal,3,138450
73,Adana,Bireysel,1,99104
74,Antalya,Kurumsal,1,139116
75,Istanbul,Bireysel,4,34506
76,Istanbul,Kurumsal,2,120547
77,Antalya,KOBI,2,102176
78,Ankara,Kurumsal,5,92524
79,Adana,Kurumsal,3,102294
80,Konya,KOBI,4,50310
81,Ankara,Bireysel,1,94508
82,Bursa,KOBI,3,108927
83,Bursa,Kurumsal,1,136947
84,Antalya,Kurumsal,1,87043
85,Bursa,Kurumsal,3,79787
86,Konya,Bireysel,2,87456
87,Ankara,Kurumsal,3,122885
88,Bursa,Bireysel,2,108218
89,Ankara,Bireysel,3,86755
90,Konya,Kurumsal,1,112831
91,Antalya,Kurumsal,4,102426
92,Istanbul,Bireysel,2,124216
93,Bursa,KOBI,2,82448
94,Bursa,Bireysel,2,91808
95,Istanbul,KOBI,2,90197
96,Konya,KOBI,2,63412
97,Antalya,Kurumsal,5,107403
98,Adana,Kurumsal,4,106526
99,Ankara,Bireysel,2,100127
100,Istanbul,Kurumsal,4,94135
101,Istanbul,Kurumsal,2,64615
102,Istanbul,Kurumsal,3,89483
103,Konya,Kurumsal,2,91432
104,Adana,Bireysel,4,79943
105,Istanbul,Kurumsal,1,95967
106,Konya,Bireysel,3,110101
107,Adana,Bireysel,3,147154
108,Istanbul,Kurumsal,1,104364
109,Antalya,Kurumsal,3,106438
110,Izmir,KOBI,2,98138
111,Antalya,KOBI,2,52030
112,Bursa,Bireysel,4,99337
113,Izmir,KOBI,2,101505
114,Konya,Bireysel,1,161581
115,Adana,Kurumsal,5,95190
116,Istanbul,Kurumsal,2,107538
117,Izmir,Bireysel,5,99132
118,Istanbul,Bireysel,3,70783
119,Ankara,KOBI,4,128570
120,Antalya,KOBI,3,118798
121,Konya,Kurumsal,3,119775
122,Antalya,Kurumsal,2,77265
123,Antalya,Bireysel,5,135069
124,Ankara,KOBI,2,64953
125,Istanbul,Kurumsal,3,114671
126,Izmir,KOBI,3,154761
127,Antalya,KOBI,2,75236
128,Antalya,KOBI,3,85842
129,Izmir,Bireysel,1,102491
130,Bursa,KOBI,1,87413
131,Izmir,Bireysel,3,61233
132,Izmir,Bireysel,4,101714
133,Adana,Kurumsal,3,73442
134,Istanbul,Bireysel,1,111839
135,Antalya,Bireysel,3,77014
136,Konya,KOBI,3,138748
137,Ankara,KOBI,2,80418
138,Izmir,KOBI,5,91948
139,Konya,Bireysel,5,120337
140,Ankara,Kurumsal,2,69228
141,Istanbul,KOBI,4,105686
142,Konya,KOBI,5,132678
143,Antalya,Bireysel,5,59812
144,Ankara,Bireysel,5,104615
145,Konya,Bireysel,4,106497
146,Istanbul,Bireysel,4,119545
147,Izmir,KOBI,4,69076
148,Konya,Kurumsal,4,66988
149,Izmir,Bireysel,4,113048
150,Istanbul,KOBI,4,107424
151,Konya,KOBI,2,106262
152,Konya,KOBI,3,108661
153,Konya,Bireysel,2,82999
154,Antalya,Bireysel,3,105806
155,Izmir,Bireysel,5,107326
156,Izmir,KOBI,3,82141
157,Bursa,Kurumsal,5,146644
158,Adana,KOBI,5,111845
159,Istanbul,KOBI,2,70217
160,Izmir,Bireysel,1,116413
161,Bursa,KOBI,4,75632
162,Izmir,KOBI,3,119677
163,Adana,Bireysel,3,128964
164,Adana,Bireysel,2,79482
165,Antalya,KOBI,1,124084
166,Konya,Kurumsal,4,110319
167,Antalya,Kurumsal,4,120551
168,Izmir,KOBI,1,147419
169,Antalya,KOBI,3,93865
170,Antalya,Bireysel,4,81156
171,Izmir,Kurumsal,2,77762
172,Bursa,KOBI,3,79604
173,Izmir,Kurumsal,2,98072
174,Bursa,Kurumsal,5,108528
175,Antalya,Kurumsal,5,106917
176,Adana,Kurumsal,2,120679
177,Adana,Bireysel,2,100325
178,Ankara,KOBI,4,136338
179,Adana,Kurumsal,2,93383
180,Bursa,KOBI,4,168004
181,Adana,KOBI,4,115641
182,Konya,Kurumsal,2,78571
183,Istanbul,KOBI,3,73227
184,Antalya,Kurumsal,3,112061
185,Konya,Bireysel,4,94413
186,Ankara,Bireysel,2,117850
187,Istanbul,Bireysel,5,111830
188,Adana,Bireysel,3,98179
189,Antalya,Kurumsal,2,78830
190,Antalya,KOBI,3,62128
191,Ankara,Bireysel,3,88837
192,Istanbul,Bireysel,4,121409
193,Ankara,Bireysel,4,105352
194,Antalya,Kurumsal,3,68856
195,Adana,Bireysel,5,104329
196,Istanbul,KOBI,2,109632
197,Bursa,Kurumsal,3,77903
198,Adana,Kurumsal,2,103843
199,Konya,KOBI,3,101455
200,Antalya,Kurumsal,3,71425
201,Adana,KOBI,5,108944
202,Antalya,KOBI,3,114019
203,Konya,Bireysel,4,127076
204,Izmir,Kurumsal,3,126345
205,Ankara,KOBI,3,65558
206,Antalya,KOBI,2,76554
207,Izmir,KOBI,5,112875
208,Istanbul,Bireysel,2,112844
209,Bursa,Kurumsal,2,112876
210,Ankara,Bireysel,3,196318
211,Izmir,Kurumsal,3,114272
212,Istanbul,Bireysel,4,128389
213,Bursa,Kurumsal,5,123850
214,Istanbul,Kurumsal,3,116284
215,Istanbul,KOBI,2,92118
216,Bursa,KOBI,3,118974
217,Antalya,Kurumsal,4,80679
218,Ankara,KOBI,2,94079
219,Bursa,KOBI,1,87865
220,Izmir,Kurumsal,4,102046
221,Bursa,Kurumsal,2,157866
222,Bursa,Bireysel,5,53318
223,Adana,Bireysel,5,117156
224,Adana,Kurumsal,3,59682
225,Istanbul,Kurumsal,3,88201
226,Konya,KOBI,2,127223
227,Izmir,KOBI,2,101607
228,Bursa,KOBI,3,73056
229,Bursa,KOBI,4,82117
230,Konya,KOBI,2,116989
231,Istanbul,KOBI,1,81740
232,Adana,Bireysel,5,105411
233,Izmir,Bireysel,3,101139
234,Konya,Kurumsal,1,83709
235,Istanbul,Bireysel,2,153598
236,Istanbul,Kurumsal,2,115847
237,Ankara,KOBI,4,49371
238,Adana,Bireysel,3,104661
239,Izmir,KOBI,2,83455
240,Adana,Kurumsal,4,121310
241,Konya,Bireysel,5,80186
242,Istanbul,Kurumsal,1,97131
243,Izmir,Kurumsal,4,112624
244,Bursa,KOBI,5,121643
245,Ankara,Bireysel,3,69992
246,Konya,Kurumsal,2,91637
247,Antalya,KOBI,4,88126
248,Adana,Bireysel,4,83666
249,Adana,Bireysel,3,144136
250,Bursa,Kurumsal,3,110124
251,Adana,Kurumsal,3,68477
252,Konya,KOBI,4,122946
253,Istanbul,KOBI,5,153053
254,Antalya,KOBI,4,125811
255,Bursa,Bireysel,4,62015
256,Antalya,KOBI,3,87894
257,Adana,KOBI,3,131672
258,Konya,Kurumsal,3,82308
259,Izmir,Bireysel,4,111095
260,Istanbul,KOBI,4,119365
261,Ankara,KOBI,3,76826
262,Antalya,KOBI,3,98511
263,Bursa,KOBI,2,18968
264,Ankara,KOBI,4,74390
265,Izmir,KOBI,4,93685
266,Antalya,KOBI,3,68805
267,Adana,Bireysel,1,140810
268,Antalya,KOBI,3,64246
269,Konya,Bireysel,4,88998
270,Antalya,Kurumsal,3,103268
271,Konya,Bireysel,1,136031
272,Ankara,KOBI,4,64103
273,Izmir,Kurumsal,3,129079
274,Bursa,Kurumsal,3,100255
275,Bursa,Kurumsal,3,75462
276,Izmir,Kurumsal,3,111552
277,Izmir,KOBI,2,104976
278,Antalya,Bireysel,2,84994
279,Antalya,Kurumsal,5,101745
280,Antalya,Bireysel,2,90367
281,Antalya,KOBI,2,102837
282,Adana,Kurumsal,3,116553
283,Istanbul,Bireysel,2,139650
284,Izmir,Bireysel,2,69054
285,Antalya,Kurumsal,2,153325
286,Istanbul,Bireysel,3,51197
287,Antalya,Bireysel,3,96205
288,Konya,KOBI,1,114707
289,Istanbul,Kurumsal,2,107024
290,Bursa,KOBI,3,84432
291,Istanbul,KOBI,5,94796
292,Bursa,Bireysel,4,87674
293,Bursa,KOBI,1,85265
294,Antalya,Kurumsal,1,121240
295,Ankara,Kurumsal,5,108925
296,Istanbul,Bireysel,2,82677
297,Konya,KOBI,3,122489
298,Konya,Kurumsal,2,107682
299,Adana,KOBI,3,120321
300,Bursa,KOBI,4,115740
301,Bursa,KOBI,3,79275
302,Istanbul,Kurumsal,5,85995
303,Istanbul,Bireysel,3,118682
304,Izmir,Kurumsal,1,115259
305,Ankara,Bireysel,3,99477
306,Ankara,Bireysel,3,102933
307,Antalya,Kurumsal,3,131941
308,Istanbul,Bireysel,2,85210
309,Izmir,Kurumsal,4,113677
310,Istanbul,Kurumsal,2,94945
311,Izmir,Kurumsal,3,94557
312,Konya,Bireysel,3,127469
313,Adana,Bireysel,3,120635
314,Izmir,Bireysel,1,120337
315,Ankara,KOBI,3,132636
316,Konya,Kurumsal,5,100525
317,Bursa,Bireysel,3,117048
318,Izmir,Kurumsal,3,92243
319,Izmir,Kurumsal,3,108104
320,Bursa,Bireysel,3,96746
321,Bursa,Kurumsal,2,102424
322,Izmir,Bireysel,1,114878
323,Antalya,Kurumsal,3,79544
324,Istanbul,Kurumsal,4,152309
325,Adana,Bireysel,4,74849
326,Ankara,KOBI,3,69645
327,Bursa,KOBI,2,128952
328,Adana,KOBI,3,119791
329,Bursa,Bireysel,3,115602
330,Bursa,KOBI,2,115708
331,Istanbul,Bireysel,2,99693
332,Antalya,KOBI,2,77568
333,Bursa,Kurumsal,1,101895
334,Istanbul,KOBI,2,83070
335,Istanbul,KOBI,4,124377
336,Konya,Bireysel,3,96323
337,Adana,KOBI,3,79362
338,Ankara,Kurumsal,3,91965
339,Konya,KOBI,3,110323
340,Konya,Bireysel,2,85906
341,Adana,Bireysel,5,79444
342,Bursa,Kurumsal,3,106092
343,Istanbul,Kurumsal,3,106124
344,Ankara,Kurumsal,2,87326
345,Adana,Bireysel,3,88224
346,Istanbul,Bireysel,5,105801
347,Istanbul,KOBI,5,63797
348,Antalya,Bireysel,3,64813
349,Antalya,KOBI,3,82038
350,Izmir,KOBI,4,94663
351,Bursa,Bireysel,3,107772
352,Ankara,KOBI,2,136883
353,Adana,Kurumsal,4,121441
354,Ankara,Bireysel,2,96001
355,Konya,KOBI,3,99524
356,Konya,Kurumsal,2,74936
357,Istanbul,KOBI,4,99537
358,Konya,Kurumsal,3,92783
359,Antalya,KOBI,4,108067
360,Bursa,Kurumsal,3,79319
361,Izmir,Kurumsal,4,112983
362,Bursa,KOBI,5,138318
363,Konya,Bireysel,5,97280
364,Ankara,Kurumsal,3,110042
365,Konya,KOBI,1,117253
366,Antalya,KOBI,4,89969
367,Konya,KOBI,3,105602
368,Antalya,Kurumsal,5,100314
369,Bursa,Bireysel,2,102441
370,Adana,KOBI,4,80674
371,Konya,KOBI,1,100612
372,Bursa,Bireysel,4,112449
373,Bursa,Kurumsal,5,136278
374,Istanbul,KOBI,4,123981
375,Izmir,KOBI,3,153829
376,Bursa,Kurumsal,1,80816
377,Izmir,Kurumsal,4,121808
378,Bursa,KOBI,3,104583
379,Konya,KOBI,4,154745
380,Istanbul,Kurumsal,1,79792
381,Antalya,Kurumsal,5,79006
382,Ankara,Kurumsal,1,85015
383,Istanbul,Kurumsal,4,46902
384,Istanbul,KOBI,2,86856
385,Izmir,Bireysel,1,81021
386,Konya,Bireysel,2,103759
387,Izmir,KOBI,2,108543
388,Adana,KOBI,3,146904
389,Konya,Bireysel,2,123760
390,Istanbul,Kurumsal,4,85577
391,Adana,Kurumsal,2,77539
392,Adana,Bireysel,2,112297
393,Antalya,KOBI,3,66994
394,Antalya,Bireysel,5,145786
395,Bursa,KOBI,4,129486
396,Ankara,Bireysel,3,88270
397,Izmir,Kurumsal,2,57171
398,Bursa,Kurumsal,2,133846
399,Konya,KOBI,2,97136
400,Bursa,KOBI,1,130945
401,Bursa,Kurumsal,3,60139
402,Izmir,Kurumsal,2,85015
403,Konya,Kurumsal,3,100131
404,Istanbul,Kurumsal,4,101174
405,Konya,Kurumsal,5,88748
406,Adana,Kurumsal,3,115571
407,Izmir,Bireysel,3,73309
408,Izmir,Bireysel,3,96440
409,Adana,KOBI,4,103007
410,Antalya,Kurumsal,4,112860
411,Ankara,Kurumsal,1,117790
412,Antalya,Kurumsal,1,71883
413,Konya,KOBI,1,61647
414,Izmir,Kurumsal,2,131941
415,Izmir,KOBI,4,108307
416,Ankara,Bireysel,2,81287
417,Adana,KOBI,3,138778
418,Izmir,Bireysel,2,102891
419,Konya,KOBI,5,129482
420,Izmir,Kurumsal,4,101687
421,Konya,Bireysel,3,151518
422,Istanbul,Bireysel,4,143883
423,Ankara,Kurumsal,4,93775
424,Bursa,Kurumsal,3,124289
425,Konya,KOBI,1,116134
426,Adana,Bireysel,3,134215
427,Antalya,Kurumsal,4,75876
428,Adana,KOBI,4,117151
429,Izmir,Bireysel,4,126460
430,Bursa,Bireysel,3,56031
431,Adana,KOBI,5,70418
432,Ankara,Kurumsal,1,49019
433,Konya,KOBI,5,93264
434,Izmir,Kurumsal,3,117938
435,Ankara,Bireysel,5,137558
436,Izmir,KOBI,2,101852
437,Ankara,Kurumsal,2,140715
438,Bursa,KOBI,4,65497
439,Antalya,Kurumsal,5,57415
440,Bursa,Kurumsal,4,98611
441,Ankara,KOBI,3,109601
442,Konya,KOBI,3,99182
443,Izmir,Bireysel,4,48313
444,Ankara,KOBI,3,97771
445,Ankara,KOBI,1,67388
446,Antalya,KOBI,3,116741
447,Antalya,KOBI,1,109164
448,Izmir,Bireysel,5,76503
449,Konya,KOBI,1,87153
450,Ankara,Kurumsal,3,73519
451,Istanbul,Bireysel,4,98433
452,Ankara,Bireysel,4,123878
453,Ankara,Bireysel,4,75356
454,Adana,Bireysel,3,112601
455,Konya,Bireysel,2,86743
456,Ankara,Kurumsal,1,80178
457,Konya,Bireysel,5,97324
458,Adana,KOBI,4,74118
459,Istanbul,Kurumsal,4,86158
460,Ankara,Bireysel,3,70053
461,Konya,Bireysel,3,149118
462,Istanbul,Bireysel,2,100881
463,Ankara,Kurumsal,3,82506
464,Istanbul,Kurumsal,1,105349
465,Bursa,KOBI,3,97191
466,Istanbul,KOBI,3,94475
467,Adana,Bireysel,4,115354
468,Konya,Kurumsal,3,118937
469,Bursa,Kurumsal,5,86737
470,Istanbul,KOBI,4,85604
471,Bursa,Kurumsal,1,93123
472,Antalya,KOBI,1,42451
473,Istanbul,KOBI,3,62120
474,Istanbul,Bireysel,2,134171
475,Antalya,Kurumsal,3,141124
476,Izmir,KOBI,5,93774
477,Adana,KOBI,3,114413
478,Adana,KOBI,1,107781
479,Antalya,Bireysel,4,176972
480,Antalya,Kurumsal,4,127989
481,Ankara,KOBI,3,96802
482,Ankara,KOBI,3,76111
483,Bursa,KOBI,3,59838
484,Istanbul,KOBI,3,105086
485,Antalya,KOBI,3,81091
486,Ankara,Kurumsal,5,64443
487,Istanbul,Bireysel,4,83835
488,Istanbul,KOBI,1,72961
489,Antalya,KOBI,4,142178
490,Adana,Bireysel,3,122040
491,Adana,Kurumsal,2,99800
492,Istanbul,KOBI,3,136998
493,Antalya,KOBI,4,101934
494,Antalya,Bireysel,5,78467
495,Adana,KOBI,3,138078
496,Adana,Kurumsal,2,113472
497,Antalya,KOBI,2,74068
498,Istanbul,KOBI,4,95241
499,Izmir,Bireysel,4,78109
500,Adana,Bireysel,4,65430
501,Konya,Kurumsal,5,123154
502,Konya,Kurumsal,3,147735
503,Antalya,Kurumsal,1,65035
504,Antalya,Kurumsal,2,114074
505,Ankara,KOBI,4,83733
506,Izmir,KOBI,3,87821
507,Ankara,Bireysel,3,85190
508,Bursa,Bireysel,2,78400
509,Antalya,Bireysel,1,101213
510,Adana,Bireysel,3,79226
511,Bursa,KOBI,2,106761
512,Izmir,Kurumsal,2,98744
513,Adana,Kurumsal,1,94026
514,Istanbul,Bireysel,2,77310
515,Adana,Bireysel,4,85580
516,Izmir,KOBI,3,118884
517,Bursa,Kurumsal,3,112522
518,Izmir,Bireysel,4,75561
519,Istanbul,KOBI,3,102483
520,Izmir,Kurumsal,4,118784
521,Bursa,Kurumsal,4,58264
522,Istanbul,Bireysel,3,113584
523,Adana,Bireysel,1,83434
524,Izmir,Bireysel,4,114264
525,Konya,KOBI,2,80918
526,Istanbul,Bireysel,3,54877
527,Bursa,Bireysel,2,59311
528,Adana,Kurumsal,2,101202
529,Adana,Kurumsal,4,106493
530,Istanbul,KOBI,4,77392
531,Istanbul,KOBI,1,115964
532,Istanbul,KOBI,3,58461
533,Adana,KOBI,4,98348
534,Bursa,KOBI,2,69724
535,Istanbul,KOBI,2,83704
536,Adana,KOBI,4,101184
537,Izmir,Bireysel,3,78489
538,Istanbul,Bireysel,3,90386
539,Bursa,Kurumsal,1,125157
540,Konya,KOBI,4,85577
541,Ankara,KOBI,4,120892
542,Istanbul,Kurumsal,3,71757
543,Adana,Kurumsal,2,113245
544,Konya,KOBI,3,136039
545,Konya,Kurumsal,4,38208
546,Ankara,Bireysel,2,80077
547,Ankara,Bireysel,3,114426
548,Konya,Kurumsal,1,94923
549,Konya,Kurumsal,3,109278
550,Konya,Kurumsal,4,84900
551,Bursa,Kurumsal,5,102164
552,Adana,Kurumsal,3,96108
553,Adana,KOBI,4,129194
554,Antalya,KOBI,2,106360
555,Istanbul,KOBI,3,108440
556,Izmir,KOBI,3,89703
557,Izmir,Kurumsal,1,87809
558,Bursa,KOBI,1,89186
559,Izmir,KOBI,1,109861
560,Konya,Bireysel,3,89475
561,Adana,KOBI,3,107244
562,Adana,Kurumsal,5,151885
563,Bursa,Kurumsal,3,121778
564,Izmir,Kurumsal,3,91849
565,Ankara,Bireysel,3,130030
566,Konya,KOBI,5,89798
567,Istanbul,Kurumsal,3,49046
568,Istanbul,Bireysel,4,74797
569,Bursa,Kurumsal,3,53230
570,Ankara,KOBI,3,91212
571,Izmir,KOBI,3,100460
572,Izmir,Kurumsal,3,141910
573,Konya,Kurumsal,3,108173
574,Istanbul,KOBI,1,94522
575,Antalya,KOBI,2,120735
576,Antalya,Kurumsal,5,44721
577,Adana,Bireysel,3,105890
578,Adana,Kurumsal,2,119271
579,Izmir,KOBI,5,63035
580,Antalya,Kurumsal,3,128593
581,Adana,Kurumsal,5,108462
582,Izmir,Kurumsal,3,89617
583,Konya,KOBI,4,115819
584,Antalya,Kurumsal,4,156767
585,Antalya,Kurumsal,5,104546
586,Istanbul,Kurumsal,4,106205
587,Adana,KOBI,1,88515
588,Izmir,Bireysel,5,78753
589,Izmir,KOBI,2,120758
590,Ankara,Bireysel,1,78597
591,Konya,Bireysel,3,101789
592,Adana,Kurumsal,4,88058
593,Istanbul,Kurumsal,3,111974
594,Konya,Kurumsal,2,108341
595,Bursa,Bireysel,2,125938
596,Konya,Kurumsal,4,87249
597,Konya,Bireysel,4,93253
598,Istanbul,KOBI,3,75530
599,Antalya,Bireysel,5,88892
600,Adana,KOBI,4,109432
601,Konya,KOBI,2,118924
602,Ankara,KOBI,5,76945
603,Konya,KOBI,5,121740
604,Ankara,KOBI,4,133890
605,Adana,KOBI,3,110335
606,Izmir,KOBI,3,146919
607,Bursa,Bireysel,4,80655
608,Konya,Kurumsal,2,68883
609,Izmir,Bireysel,3,55531
610,Konya,KOBI,3,137401
611,Istanbul,Kurumsal,4,116359
612,Konya,Bireysel,2,98610
613,Konya,Bireysel,2,106999
614,Adana,Bireysel,4,71862
615,Istanbul,Bireysel,4,161143
616,Izmir,Bireysel,3,103230
617,Bursa,Kurumsal,3,102734
618,Bursa,Bireysel,3,118144
619,Istanbul,KOBI,5,112025
620,Konya,Kurumsal,3,105597
621,Konya,Bireysel,2,80238
622,Izmir,KOBI,4,111786
623,Ankara,Kurumsal,3,147050
624,Adana,Bireysel,5,133635
625,Istanbul,KOBI,2,139829
626,Ankara,Kurumsal,5,87219
627,Adana,Kurumsal,3,75259
628,Konya,KOBI,2,96855
629,Istanbul,Bireysel,2,101393
630,Antalya,Kurumsal,3,127354
631,Istanbul,KOBI,3,57688
632,Istanbul,Kurumsal,3,138238
633,Ankara,Kurumsal,2,96049
634,Bursa,Bireysel,3,89327
635,Ankara,Kurumsal,3,74697
636,Antalya,Kurumsal,1,58628
637,Izmir,Bireysel,5,120579
638,Adana,Kurumsal,4,101832
639,Adana,Kurumsal,1,67750
640,Konya,KOBI,1,67623
641,Bursa,KOBI,2,91605
642,Istanbul,KOBI,4,141725
643,Izmir,Bireysel,4,93510
644,Antalya,Bireysel,4,62421
645,Antalya,KOBI,2,93856
646,Izmir,Kurumsal,3,93181
647,Antalya,Bireysel,4,32577
648,Antalya,KOBI,5,98642
649,Bursa,Kurumsal,2,94226
650,Ankara,Bireysel,4,117405
651,Bursa,Bireysel,2,146223
652,Istanbul,Bireysel,4,128164
653,Izmir,KOBI,3,93277
654,Konya,Kurumsal,3,72336
655,Istanbul,Kurumsal,2,164333
656,Izmir,Bireysel,4,101480
657,Izmir,KOBI,2,100348
658,Izmir,KOBI,5,99396
659,Antalya,KOBI,5,104952
660,Bursa,KOBI,5,96390
661,Bursa,Kurumsal,3,85658
662,Konya,Kurumsal,2,86328
663,Istanbul,Kurumsal,3,99181
664,Bursa,Kurumsal,5,86414
665,Ankara,Kurumsal,2,82178
666,Istanbul,Bireysel,2,102660
667,Izmir,KOBI,3,93625
668,Antalya,KOBI,2,137599
669,Bursa,KOBI,3,33725
670,Antalya,KOBI,3,127287
671,Bursa,KOBI,3,131152
672,Konya,Bireysel,1,48165
673,Antalya,KOBI,3,91432
674,Konya,Kurumsal,4,90713
675,Istanbul,Bireysel,4,64812
676,Antalya,KOBI,1,80554
677,Istanbul,Bireysel,4,72235
678,Izmir,KOBI,3,143806
679,Adana,Bireysel,3,123391
680,Antalya,KOBI,5,131788
681,Izmir,KOBI,4,118041
682,Adana,Bireysel,3,71773
683,Bursa,KOBI,3,86886
684,Ankara,Bireysel,1,112234
685,Ankara,KOBI,3,69446
686,Adana,Bireysel,2,117824
687,Izmir,Kurumsal,3,93991
688,Adana,KOBI,4,90629
689,Bursa,Bireysel,2,117773
690,Konya,Bireysel,3,111106
691,Antalya,KOBI,5,90975
692,Konya,Kurumsal,5,128983
693,Izmir,Kurumsal,3,72973
694,Istanbul,Kurumsal,3,115398
695,Izmir,Bireysel,4,114827
696,Antalya,Kurumsal,2,92261
697,Izmir,Kurumsal,2,108153
698,Ankara,Bireysel,2,68722
699,Bursa,Bireysel,3,123100
700,Adana,KOBI,3,95377
701,Adana,Bireysel,3,86931
702,Istanbul,Bireysel,2,126225
703,Antalya,Kurumsal,3,82391
704,Bursa,KOBI,4,64788
705,Istanbul,Bireysel,5,61084
706,Antalya,Bireysel,3,115150
707,Antalya,Kurumsal,3,67989
708,Konya,Kurumsal,3,143869
709,Ankara,Bireysel,3,47951
710,Konya,Bireysel,4,142411
711,Adana,Bireysel,2,105275
712,Ankara,KOBI,5,97582
713,Ankara,KOBI,5,86377
714,Adana,KOBI,4,109978
715,Izmir,Bireysel,3,99059
716,Adana,KOBI,2,127582
717,Izmir,Kurumsal,3,102855
718,Adana,Kurumsal,2,103757
719,Adana,Bireysel,2,90909
720,Adana,Kurumsal,5,98576
721,Izmir,Kurumsal,1,107695
722,Konya,Bireysel,1,57245
723,Antalya,Kurumsal,2,66295
724,Ankara,Kurumsal,3,118581
725,Antalya,Bireysel,3,104271
726,Antalya,Kurumsal,2,95400
727,Izmir,KOBI,2,100460
728,Konya,Kurumsal,3,108689
729,Bursa,Bireysel,4,86506
730,Ankara,KOBI,3,80542
731,Bursa,Bireysel,3,104896
732,Ankara,KOBI,4,75540
733,Izmir,Kurumsal,5,110206
734,Izmir,KOBI,2,57435
735,Izmir,Kurumsal,3,125728
736,Izmir,Bireysel,3,111814
737,Izmir,KOBI,2,106400
738,Istanbul,Bireysel,2,124567
739,Bursa,Kurumsal,3,141636
740,Konya,Bireysel,4,125359
741,Adana,Kurumsal,2,53978
742,Konya,Bireysel,3,68010
743,Adana,KOBI,3,84379
744,Izmir,KOBI,1,100652
745,Bursa,Kurumsal,3,112941
746,Ankara,Bireysel,3,81856
747,Istanbul,Bireysel,2,104669
748,Adana,Kurumsal,4,81115
749,Izmir,Kurumsal,1,84712
750,Istanbul,KOBI,2,64833
751,Izmir,Kurumsal,3,76919
752,Bursa,KOBI,1,66207
753,Istanbul,Kurumsal,3,75603
754,Izmir,Kurumsal,2,126341
755,Bursa,Kurumsal,3,76265
756,Adana,KOBI,4,165809
757,Adana,Kurumsal,3,112332
758,Ankara,Bireysel,3,104620
759,Konya,KOBI,3,78541
760,Izmir,Bireysel,2,117507
761,Adana,KOBI,3,85609
762,Istanbul,Bireysel,2,103050
763,Izmir,KOBI,3,164002
764,Ankara,Kurumsal,5,97598
765,Ankara,KOBI,5,128731
766,Izmir,Bireysel,3,82420
767,Adana,Kurumsal,4,99125
768,Adana,KOBI,3,144270
769,Adana,Kurumsal,3,84325
770,Adana,KOBI,3,145311
771,Istanbul,KOBI,2,117693
772,Istanbul,KOBI,3,85938
773,Konya,Kurumsal,4,115810
774,Antalya,Bireysel,3,124313
775,Izmir,Kurumsal,4,115545
776,Konya,Kurumsal,3,60744
777,Antalya,Bireysel,3,81821
778,Ankara,Kurumsal,3,93812
779,Adana,KOBI,2,98139
780,Antalya,Bireysel,1,115516
781,Antalya,Bireysel,2,104442
